學院	學系	排除學群之科目
醫學類學群-健康與生活(DNTD804133B)
醫學類學群-健康與生活(DNTD804133C)
醫學類學群-健康與生活(DNTD804133D)
醫學類學群-健康與疾病(DNTD811680)
醫學類學群-健康醫學與生活(DNTD800961A)
醫學類學群-健康醫學與生活(DNTD800961B)
醫學類學群-健康醫學與生活(DNTD800961C)
醫學類學群-健康醫學與生活(DNTD800961D)
醫學類學群-寄生蟲與人生(DNTD813245)
醫學類學群-常用藥物概論(DNTD800578)
醫學類學群-藥物濫用(DNTD800502)
醫學類學群-體重控制與健康(DNTD800477)
自然類學群-基礎生物學(DNTN815961A)			
			

醫學院	(日)職能治療	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
醫學類學群-當代生物醫學課題(DNTD810504A)
醫學類學群-當代生物醫學課題(DNTD810504B)
醫學類學群-人體探索(DNTD814915)
醫學類學群-人體的奧秘(DNTD812243A)
醫學類學群-人體的奧秘(DNTD812243B)
醫學類學群-人體的奧秘(DNTD812243C)
醫學類學群-健康與疾病(DNTD811680)
醫學類學群-人體生理學概論(DNTD835280)
醫學類學群-人體骨骼肌肉的構造與功能(DNTD836103)
自然類學群-基礎生物學(DNTN815961A)
自然類學群-自然科學概論(DNTN800026)			
			

醫學院	(日)臨床心理	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
醫學類學群-人體生理學概論(DNTD835280)
醫學類學群-人體的奧秘(DNTD812243A)
醫學類學群-人體的奧秘(DNTD812243B)
醫學類學群-人體的奧秘(DNTD812243C)
醫學類學群-人體骨骼肌肉的構造與功能(DNTD836103)
醫學類學群-人體探索(DNTD814915)
醫學類學群-藥物濫用(DNTD800502)
醫學類學群-健康醫學與生活(DNTD800961A)
醫學類學群-健康醫學與生活(DNTD800961B)
醫學類學群-健康醫學與生活(DNTD800961C)
醫學類學群-健康醫學與生活(DNTD800961D)		教育與心理學群-心理學與助人技巧(DSTK821586)
教育與心理學群-自我關懷的幸福課(DSTK835131)
教育與心理學群-家庭社會與教育(DSTK801931)
教育與心理學群-情緒管理(DSTK813873)
教育與心理學群-探索自我與情緒管理(DSTK822476)
教育與心理學群-資訊檢索與應用(DSTK837404)	
			

醫學院	(日)醫學	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
醫學類學群-人體生理學概論(DNTD835280)
醫學類學群-人體的奧秘(DNTD812243A)
醫學類學群-人體的奧秘(DNTD812243B)
醫學類學群-人體的奧秘(DNTD812243C)
醫學類學群-人體骨骼肌肉的構造與功能(DNTD836103)
醫學類學群-人體探索(DNTD814915)
醫學類學群-疾病檢查與診斷(DNTD811679)
醫學類學群-健康與生活(DNTD804133A)
醫學類學群-健康與生活(DNTD804133B)
醫學類學群-健康與生活(DNTD804133D)
醫學類學群-健康與疾病(DNTD811680)
醫學類學群-健康與生活(DNTD804133C)
醫學類學群-健康醫學與生活(DNTD800961A)
醫學類學群-健康醫學與生活(DNTD800961B)
醫學類學群-健康醫學與生活(DNTD800961C)
醫學類學群-健康醫學與生活(DNTD800961D)
醫學類學群-寄生蟲與人生(DNTD813245)
醫學類學群-常用藥物概論(DNTD800578)
醫學類學群-現代醫學與生物技術的發展(DNTD812241)
醫學類學群-當代生物醫學課題(DNTD810504A)
醫學類學群-當代生物醫學課題(DNTD810504B)
醫學類學群-腦科學探索(DNTD836943)
醫學類學群-精油化學與芳療保健(DNTD835279)
醫學類學群-醫學新知概論(DNTD831010)
醫學類學群-藥物濫用(DNTD800502)
醫學類學群-身體不思議(DNTD835591)
醫學類學群-人文與醫學探索(DNTD831009)
自然類學群-基礎生物學(DNTN815961A)
自然類學群-普通化學(DNTN802283)
自然類學群-腦科學與生活(DNTN800962)			永續多元學群-生死學(DDTV800245)
			

醫學院	(日)公衛	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
醫學類學群-人體的奧秘(DNTD812243A)
醫學類學群-人體的奧秘(DNTD812243B)
醫學類學群-人體的奧秘(DNTD812243C)
醫學類學群-人體探索(DNTD814915)			
			

醫學院	(日)護理	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
醫學類學群-人文與醫學探索(DNTD831009)
醫學類學群-人體生理學概論(DNTD835280)
醫學類學群-人體的奧秘(DNTD812243A)
醫學類學群-人體的奧秘(DNTD812243B)
醫學類學群-人體的奧秘(DNTD812243C)
醫學類學群-人體骨骼肌肉的構造與功能(DNTD836103)
醫學類學群-人體探索(DNTD814915)
醫學類學群-化妝品科學與應用(DNTD800745)
醫學類學群-生命電影院:電影中的疾病與人生(DNTD835590)
醫學類學群-身體不思議(DNTD835591)
醫學類學群-疾病檢查與診斷(DNTD811679)
醫學類學群-健康與生活(DNTD804133A)
醫學類學群-健康與生活(DNTD804133B)
醫學類學群-健康與生活(DNTD804133C)
醫學類學群-健康與生活(DNTD804133D)
醫學類學群-健康與疾病(DNTD811680)
醫學類學群-健康醫學與生活(DNTD800961A)
醫學類學群-健康醫學與生活(DNTD800961B)
醫學類學群-健康醫學與生活(DNTD800961C)
醫學類學群-健康醫學與生活(DNTD800961D)
醫學類學群-寄生蟲與人生(DNTD813245)
醫學類學群-常用藥物概論(DNTD800578)
醫學類學群-現代醫學與生物技術的發展(DNTD812241)
醫學類學群-當代生物醫學課題(DNTD810504A)
醫學類學群-當代生物醫學課題(DNTD810504B)
醫學類學群-腦科學探索(DNTD836943)
醫學類學群-精油化學與芳療保健(DNTD835279)
醫學類學群-醫學發展對倫理的影響(DNTD800579)
醫學類學群-醫學新知概論(DNTD831010)
醫學類學群-醫療科技評估(DNTD836942)
醫學類學群-藥物濫用(DNTD800502)
醫學類學群-體重控制與健康(DNTD800477)			
			

醫學院	(技)護理二技	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
醫學類學群-人文與醫學探索(DNTD831009)
醫學類學群-人體生理學概論(DNTD835280)
醫學類學群-人體的奧秘(DNTD812243A)
醫學類學群-人體的奧秘(DNTD812243B)
醫學類學群-人體的奧秘(DNTD812243C)
醫學類學群-人體骨骼肌肉的構造與功能(DNTD836103)
醫學類學群-人體探索(DNTD814915)
醫學類學群-化妝品科學與應用(DNTD800745)
醫學類學群-生命電影院:電影中的疾病與人生(DNTD835590)
醫學類學群-身體不思議(DNTD835591)
醫學類學群-疾病檢查與診斷(DNTD811679)
醫學類學群-健康與生活(DNTD804133A)
醫學類學群-健康與生活(DNTD804133B)
醫學類學群-健康與生活(DNTD804133C)
醫學類學群-健康與生活(DNTD804133D)
醫學類學群-健康與疾病(DNTD811680)
醫學類學群-健康醫學與生活(DNTD800961A)
醫學類學群-健康醫學與生活(DNTD800961B)
醫學類學群-健康醫學與生活(DNTD800961C)
醫學類學群-健康醫學與生活(DNTD800961D)
醫學類學群-寄生蟲與人生(DNTD813245)
醫學類學群-常用藥物概論(DNTD800578)
醫學類學群-現代醫學與生物技術的發展(DNTD812241)
醫學類學群-當代生物醫學課題(DNTD810504A)
醫學類學群-當代生物醫學課題(DNTD810504B)
醫學類學群-腦科學探索(DNTD836943)
醫學類學群-精油化學與芳療保健(DNTD835279)
醫學類學群-醫學發展對倫理的影響(DNTD800579)
醫學類學群-醫學新知概論(DNTD831010)
醫學類學群-醫療科技評估(DNTD836942)
醫學類學群-藥物濫用(DNTD800502)
醫學類學群-體重控制與健康(DNTD800477)			
			

外國語文學院	(日)德語語文學系	未設定排除科目！
外國語文學院	(日)義大利	未設定排除科目！
外國語文學院	(日)日文	未設定排除科目！
外國語文學院	(日)西文	未設定排除科目！
外國語文學院	(日)法文	未設定排除科目！
外國語文學院	(日)英文	未設定排除科目！
外國語文學院	(日)科創學程	未設定排除科目！
民生學院	(日)營養科學	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
民生類學群-營養與保健(DNTH800142)			
			

民生學院	(日)食品科學	未設定排除科目！
民生學院	(日)兒家系	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-Python程式設計(DNTI830331)
資訊科技學群-試算表與程式設計(DNTI831279A)		教育與心理學群-心理學與助人技巧(DSTK821586)
教育與心理學群-家庭社會與教育(DSTK801931)
管理類學群-Excel 試算表的統計應用(DSTM800538)
管理類學群-Excel 試算表的統計應用(DSTM800538B)
管理類學群-行銷管理(DSTM801483)	
			

民生學院	(日)餐旅學系	未設定排除科目！
傳播學院	(日)廣告	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-數位攝影與影像處理(DNTI800443A)
資訊科技學群-數位攝影與影像處理(DNTI800443B)	視覺藝術學群-數位攝影藝術(DPTV800622)	管理類學群-行銷管理(DSTM801483)	
			

傳播學院	(日)新傳	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-數位攝影與影像處理(DNTI800443A)
資訊科技學群-數位攝影與影像處理(DNTI800443B)	視覺藝術學群-現代數位攝影賞析(DPTV800670)
視覺藝術學群-數位攝影藝術(DPTV800622)		永續多元學群-發展傳播(DDTV835968)
			

傳播學院	(日)影像傳播	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-數位攝影與影像處理(DNTI800443A)
資訊科技學群-數位攝影與影像處理(DNTI800443B)	視覺藝術學群-美學與鑑賞(DPTV809897)
視覺藝術學群-現代數位攝影賞析(DPTV800670)
視覺藝術學群-數位攝影藝術(DPTV800622)		
			

法律學院	(日)財法	未設定排除科目！
法律學院	(日)法律	未設定排除科目！
管理學院	(日)統計資訊	未設定排除科目！
管理學院	(日)資管	未設定排除科目！
管理學院	(日)會計	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
		管理類學群-行銷管理(DSTM801483)
管理類學群-企業概論(DSTM801391)	
			

管理學院	(日)金融國企	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
		管理類學群-Excel 試算表的統計應用(DSTM800538)
管理類學群-Excel 試算表的統計應用(DSTM800538B)
管理類學群-企業概論(DSTM801391)
管理類學群-行銷管理(DSTM801483)
管理類學群-理財學(DSTM836094)	
			

管理學院	(日)企管	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-Python程式設計(DNTI830331)
資訊科技學群-電腦應用(DNTI804844A)
資訊科技學群-電腦應用(DNTI804844B)
資訊科技學群-網路資源應用(DNTI800367)		管理類學群-Excel 試算表的統計應用(DSTM800538)
管理類學群-Excel 試算表的統計應用(DSTM800538B)
管理類學群-企業概論(DSTM801391)
管理類學群-行銷管理(DSTM801483)	
			

織品服裝學院	(日)織品服裝學系服飾設計組 	未設定排除科目！
織品服裝學院	(日)服飾行銷	未設定排除科目！
織品服裝學院	(日)織品設計	未設定排除科目！
不分院	(日)跨領域全英語學士學位學程	未設定排除科目！
教育與運動健康學院	(日)運動健康	未設定排除科目！
教育與運動健康學院	(日)運動競技	未設定排除科目！
教育與運動健康學院	(日)體育學組	未設定排除科目！
教育與運動健康學院	(日)圖書資訊	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-Python程式設計(DNTI830331)
資訊科技學群-大數據及人工智慧概論(DNTI833865)
資訊科技學群-智慧物聯網概論(DNTI835207)
資訊科技學群-新世代雲端服務與智慧物聯網(DNTI836101)
資訊科技學群-試算表與程式設計(DNTI831279A)
資訊科技學群-電腦與課程學習(DNTI800548)
資訊科技學群-電腦應用(DNTI804844A)
資訊科技學群-電腦應用(DNTI804844B)
資訊科技學群-電腦應用-商業資料庫管理(DNTI817461)
資訊科技學群-電機電子概論(DNTI805341A)
資訊科技學群-電機電子概論(DNTI805341B)
資訊科技學群-網路雲端實務應用(DNTI822579)
資訊科技學群-網路資源應用(DNTI800367)
資訊科技學群-數位攝影與影像處理(DNTI800443A)
資訊科技學群-數位攝影與影像處理(DNTI800443B)		教育與心理學群-資訊檢索與應用(DSTK837404)	
			

教育與運動健康學院	(日)領科學程	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-大數據及人工智慧概論(DNTI833865)
資訊科技學群-網路雲端實務應用(DNTI822579)
資訊科技學群-Python程式設計(DNTI830331)		教育與心理學群-情緒管理(DSTK813873)
教育與心理學群-心理學與助人技巧(DSTK821586)
管理類學群-企業概論(DSTM801391)
社會與社工學群-服務學習專題(DSTS800746)	
			

理工學院	(日)電機系	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-Python程式設計(DNTI830331)
資訊科技學群-大數據及人工智慧概論(DNTI833865)
資訊科技學群-智慧物聯網概論(DNTI835207)
資訊科技學群-新世代雲端服務與智慧物聯網(DNTI836101)
資訊科技學群-試算表與程式設計(DNTI831279A)
資訊科技學群-電腦與課程學習(DNTI800548)
資訊科技學群-電腦應用(DNTI804844A)
資訊科技學群-電腦應用(DNTI804844B)
資訊科技學群-電腦應用-商業資料庫管理(DNTI817461)
資訊科技學群-電機電子概論(DNTI805341A)
資訊科技學群-電機電子概論(DNTI805341B)
資訊科技學群-網路雲端實務應用(DNTI822579)
資訊科技學群-網路資源應用(DNTI800367)
資訊科技學群-數位攝影與影像處理(DNTI800443A)
資訊科技學群-數位攝影與影像處理(DNTI800443B)
自然類學群-半導體產業與技術概論(DNTN837622)			
			

理工學院	(日)物理系光電組	未設定排除科目！
理工學院	(日)物理系物理組	未設定排除科目！
理工學院	(日)生科	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
自然類學群-半導體產業與技術概論(DNTN837622)
自然類學群-生命科學與人類生活(DNTN831282A)
自然類學群-生命科學與人類生活(DNTN831282B)
自然類學群-生物科技與生活(DNTN800958A)
自然類學群-自然科學概論(DNTN800026)
自然類學群-科技管理(DNTN804161)
自然類學群-動物行為概論(DNTN800381)
自然類學群-基礎生物學(DNTN815961A)
自然類學群-普通化學(DNTN802283)
自然類學群-腦科學與生活(DNTN800962)			
			

理工學院	(日)資工	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-Python程式設計(DNTI830331)
資訊科技學群-大數據及人工智慧概論(DNTI833865)
資訊科技學群-智慧物聯網概論(DNTI835207)
資訊科技學群-新世代雲端服務與智慧物聯網(DNTI836101)
資訊科技學群-試算表與程式設計(DNTI831279A)
資訊科技學群-電腦與課程學習(DNTI800548)
資訊科技學群-電腦應用(DNTI804844A)
資訊科技學群-電腦應用(DNTI804844B)
資訊科技學群-電腦應用-商業資料庫管理(DNTI817461)
資訊科技學群-電機電子概論(DNTI805341A)
資訊科技學群-電機電子概論(DNTI805341B)
資訊科技學群-網路雲端實務應用(DNTI822579)
資訊科技學群-網路資源應用(DNTI800367)
資訊科技學群-數位攝影與影像處理(DNTI800443A)
資訊科技學群-數位攝影與影像處理(DNTI800443B)			
			

理工學院	(日)化學	未設定排除科目！
理工學院	(日)應數	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-電腦應用(DNTI804844A)
資訊科技學群-電腦應用(DNTI804844B)
資訊科技學群-網路資源應用(DNTI800367)
資訊科技學群-Python程式設計(DNTI830331)			
			

理工學院	(日)物理電物	未設定排除科目！
理工學院	(日)智慧資安 	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-Python程式設計(DNTI830331)
資訊科技學群-大數據及人工智慧概論(DNTI833865)
資訊科技學群-智慧物聯網概論(DNTI835207)
資訊科技學群-新世代雲端服務與智慧物聯網(DNTI836101)
資訊科技學群-試算表與程式設計(DNTI831279A)
資訊科技學群-電腦與課程學習(DNTI800548)
資訊科技學群-電腦應用(DNTI804844A)
資訊科技學群-電腦應用(DNTI804844B)
資訊科技學群-電腦應用-商業資料庫管理(DNTI817461)
資訊科技學群-電機電子概論(DNTI805341A)
資訊科技學群-電機電子概論(DNTI805341B)
資訊科技學群-網路雲端實務應用(DNTI822579)
資訊科技學群-網路資源應用(DNTI800367)
資訊科技學群-數位攝影與影像處理(DNTI800443A)
資訊科技學群-數位攝影與影像處理(DNTI800443B)			永續多元學群-資訊安全實務與應用(DDTV836100)
			

理工學院	(日)資數組	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-電腦應用(DNTI804844A)
資訊科技學群-電腦應用(DNTI804844B)
資訊科技學群-網路資源應用(DNTI800367)
資訊科技學群-Python程式設計(DNTI830331)			
			

理工學院	(日)醫資學程	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
資訊科技學群-Python程式設計(DNTI830331)
資訊科技學群-大數據及人工智慧概論(DNTI833865)
資訊科技學群-智慧物聯網概論(DNTI835207)
資訊科技學群-新世代雲端服務與智慧物聯網(DNTI836101)
資訊科技學群-試算表與程式設計(DNTI831279A)
資訊科技學群-電腦與課程學習(DNTI800548)
資訊科技學群-電腦應用(DNTI804844A)
資訊科技學群-電腦應用(DNTI804844B)
資訊科技學群-電腦應用-商業資料庫管理(DNTI817461)
資訊科技學群-電機電子概論(DNTI805341A)
資訊科技學群-電機電子概論(DNTI805341B)
資訊科技學群-網路雲端實務應用(DNTI822579)
資訊科技學群-網路資源應用(DNTI800367)
資訊科技學群-數位攝影與影像處理(DNTI800443A)
資訊科技學群-數位攝影與影像處理(DNTI800443B)			永續多元學群-資訊安全實務與應用(DDTV836100)
			

社會科學院	(日)宗教	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
		宗教類學群-天主教信仰探微(DSTR800671)
宗教類學群-宗教與人生(DSTR805992)
宗教類學群-東西文化的整合-以吳經熊為例(DSTR800563)
宗教類學群-聖經思想(DSTR803858)
宗教類學群-聖經與人文(DSTR800633)
宗教類學群-聖經與靈性發展(DSTR820169)
宗教類學群-歐洲中世紀的女性與教會(DSTR833850)	
			

社會科學院	(日)經濟	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
		管理類學群-Excel 試算表的統計應用(DSTM800538)
管理類學群-Excel 試算表的統計應用(DSTM800538B)
管理類學群-行銷管理(DSTM801483)	
			

社會科學院	(日)社工	未設定排除科目！
社會科學院	(日)社會	未設定排除科目！
社會科學院	(日)心理	未設定排除科目！
社會科學院	(日)天主教研修學士學位學程	自然與科技領域(NT)	人文與藝術領域(PT)	社會科學領域(ST)	永續素養領域(DT)
	哲學學群-哲學概論(DPTY800006)		
